,height,weight
0,1.8796,81.64656
1,1.8796,97.52228
2,1.8288,95.25431999999999
3,1.8288,95.25431999999999
4,1.8541999999999998,85.275296
5,1.7526,79.83219199999999
6,1.7526,94.80072799999999
7,1.8034,90.7184
8,1.9304,104.779752
9,1.8034,81.64656
10,1.8541999999999998,85.275296
11,1.8541999999999998,81.64656
12,1.8796,83.91452
13,1.8796,72.57472
14,1.7526,81.64656
15,1.778,83.91452
16,1.8541999999999998,85.728888
17,1.905,83.91452
18,1.9811999999999999,99.336648
19,2.0065999999999997,104.32616
20,1.9304,92.98636
21,1.8796,104.32616
22,1.9304,88.45044
23,1.8288,81.64656
24,1.8034,87.089664
25,1.905,102.0582
26,1.9558,92.079176
27,1.8796,88.45044
28,1.8541999999999998,82.553744
29,1.8796,85.275296
30,1.9811999999999999,90.7184
31,1.8541999999999998,81.64656
32,1.905,90.7184
33,1.8541999999999998,90.7184
34,1.905,111.13004
35,1.905,108.86207999999999
36,1.8796,97.52228
37,1.7526,83.91452
38,1.8034,79.3786
39,1.8796,90.264808
40,1.8541999999999998,90.7184
41,1.8541999999999998,97.52228
42,1.9304,90.7184
43,1.8796,92.98636
44,1.8796,93.439952
45,1.778,84.368112
46,1.8288,85.275296
47,1.9558,99.79024
48,1.8796,95.25431999999999
49,1.778,88.45044
50,1.8541999999999998,90.7184
51,1.905,90.7184
52,1.9304,96.161504
53,1.9304,101.604608
54,1.9811999999999999,95.25431999999999
55,1.8796,92.98636
56,1.8796,99.79024
57,1.9304,88.45044
58,1.9558,90.7184
59,2.0574,117.93392
60,1.9811999999999999,103.418976
61,1.905,122.46984
62,1.9558,90.7184
63,1.905,95.25431999999999
64,1.9304,86.18248
65,1.8796,99.79024
66,1.8288,81.64656
67,1.8288,92.98636
68,1.905,95.25431999999999
69,1.8541999999999998,99.79024
70,1.8541999999999998,95.707912
71,1.8541999999999998,90.7184
72,1.778,81.64656
73,1.778,86.18248
74,1.778,77.11064
75,1.9304,104.32616
76,1.7271999999999998,70.30676
77,1.8034,83.91452
78,1.8288,83.91452
79,1.905,90.7184
80,1.905,102.0582
81,1.905,102.0582
82,1.905,99.79024
83,1.7271999999999998,72.57472
84,1.8796,92.98636
85,1.9811999999999999,106.59412
86,1.8034,113.398
87,1.8541999999999998,95.25431999999999
88,1.9304,86.18248
89,1.8796,72.57472
90,1.8796,90.7184
91,2.0065999999999997,92.98636
92,1.905,100.697424
93,1.8541999999999998,88.45044
94,1.9304,92.98636
95,1.8796,99.79024
96,1.8796,99.79024
97,1.8541999999999998,77.11064
98,1.8288,83.91452
99,1.8796,88.45044
100,1.8541999999999998,99.79024
101,1.8796,104.32616
102,1.8288,81.64656
103,1.8541999999999998,99.79024
104,1.7526,81.64656
105,1.8288,81.64656
106,1.8541999999999998,77.11064
107,1.905,95.25431999999999
108,1.905,97.52228
109,1.8541999999999998,90.7184
110,1.8288,96.615096
111,1.8288,81.64656
112,1.9304,87.089664
113,1.8796,106.59412
114,1.8288,83.91452
115,1.9558,106.59412
116,1.8796,95.25431999999999
117,1.9558,100.697424
118,1.905,95.25431999999999
119,1.9304,104.32616
120,2.032,99.79024
121,1.8796,81.64656
122,1.8796,86.18248
123,1.905,90.7184
124,1.9811999999999999,95.25431999999999
125,1.8541999999999998,87.996848
126,1.8541999999999998,81.64656
127,1.8796,86.18248
128,1.905,108.86207999999999
129,1.9304,90.7184
130,1.8034,89.811216
131,1.8541999999999998,90.7184
132,1.8796,88.45044
133,1.9304,95.25431999999999
134,1.9304,99.79024
135,1.8796,86.18248
136,1.8541999999999998,95.25431999999999
137,1.8796,102.0582
138,1.778,81.64656
139,1.8288,83.91452
140,1.8541999999999998,77.11064
141,1.8541999999999998,83.91452
142,1.8541999999999998,83.91452
143,1.8541999999999998,81.64656
144,1.8034,80.739376
145,1.8796,79.3786
146,1.8796,90.7184
147,1.8288,92.532768
148,1.8796,95.707912
149,1.8034,86.18248
150,1.8796,95.25431999999999
151,1.8541999999999998,86.18248
152,1.905,86.18248
153,1.905,83.91452
154,2.0065999999999997,131.54167999999999
155,1.8541999999999998,79.3786
156,1.905,83.91452
157,1.9304,90.7184
158,1.8796,99.79024
159,1.9304,77.11064
160,1.9811999999999999,99.79024
161,1.8796,86.18248
162,1.9304,99.79024
163,1.8288,92.98636
164,1.8796,90.7184
165,1.9304,113.398
166,1.8796,102.0582
167,1.905,97.52228
168,1.9811999999999999,95.25431999999999
169,1.905,97.52228
170,1.8288,88.45044
171,1.8796,90.7184
172,1.8288,87.996848
173,1.8796,99.79024
174,1.778,81.64656
175,1.8034,81.64656
176,1.778,77.11064
177,1.905,88.45044
178,1.8034,81.64656
179,1.8034,77.11064
180,1.8541999999999998,93.439952
181,1.8288,92.98636
182,1.8034,90.7184
183,1.8541999999999998,102.0582
184,1.8288,91.171992
185,1.905,102.0582
186,1.8796,105.686936
187,1.8796,81.64656
188,1.905,102.0582
189,1.8541999999999998,81.64656
190,1.9558,99.79024
191,1.8541999999999998,81.64656
192,1.9304,107.501304
193,1.905,97.52228
194,1.8796,86.18248
195,1.9304,106.59412
196,1.905,86.18248
197,1.8541999999999998,81.64656
198,1.8034,74.84268
199,1.9304,88.45044
200,1.905,90.7184
201,1.8288,86.18248
202,1.8034,86.18248
203,1.9558,83.91452
204,1.8541999999999998,83.91452
205,1.8796,92.98636
206,1.8034,86.18248
207,1.8288,92.98636
208,1.8796,93.439952
209,1.905,99.79024
210,1.8541999999999998,94.347136
211,1.8288,77.11064
212,1.905,88.45044
213,1.905,95.25431999999999
214,1.8796,86.18248
215,1.8288,95.707912
216,1.8796,104.32616
217,1.8034,77.11064
218,1.778,83.91452
219,1.8796,83.91452
220,1.9558,109.31567199999999
221,1.9558,102.0582
222,1.905,95.25431999999999
223,1.905,79.3786
224,1.9811999999999999,104.32616
225,1.905,90.7184
226,1.9304,97.52228
227,1.8541999999999998,89.811216
228,1.905,102.511792
229,1.905,126.098576
230,2.0065999999999997,97.52228
231,1.9558,104.32616
232,1.9304,108.86207999999999
233,1.8034,83.460928
234,1.905,99.336648
235,1.8796,77.11064
236,1.7526,98.883056
237,1.8034,86.18248
238,1.9304,102.0582
239,1.8288,99.79024
240,1.8288,79.83219199999999
241,1.778,86.18248
242,1.8288,89.357624
243,1.8541999999999998,92.532768
244,1.8034,75.749864
245,1.8288,81.64656
246,1.8034,88.45044
247,1.8541999999999998,99.79024
248,1.8288,97.52228
249,1.8541999999999998,83.91452
250,1.8796,86.18248
251,1.8796,92.98636
252,1.8288,92.98636
253,1.905,90.7184
254,1.8796,95.25431999999999
255,1.8796,97.52228
256,1.9558,90.7184
257,1.905,92.98636
258,1.8541999999999998,95.707912
259,1.8288,86.18248
260,1.8034,94.347136
261,1.8796,90.7184
262,1.9558,95.25431999999999
263,1.905,105.233344
264,1.905,104.32616
265,1.905,95.25431999999999
266,1.9811999999999999,99.79024
267,1.9811999999999999,95.25431999999999
268,1.8796,91.625584
269,1.9304,96.161504
270,1.9811999999999999,102.0582
271,1.9304,77.11064
272,1.778,86.18248
273,1.8288,90.7184
274,2.032,107.501304
275,1.8796,99.79024
276,1.8796,77.11064
277,1.8034,87.543256
278,1.778,86.18248
279,1.8288,68.0388
280,1.8034,99.79024
281,1.8796,90.7184
282,1.8034,86.18248
283,1.8288,83.91452
